seed,variant,iteration,stability_jsd,mean_log_prob,true_reject_rate,false_reject_rate,rouge_l_recall
8,oea_miscalibrated,3,0.078777,-2.782,0.5875,0.05,0.0831
8,oea_miscalibrated,4,0.098827,-2.6095,0.6375,0.05,0.0549
8,oea_miscalibrated,5,0.136881,-2.4805,0.6125,0.1,0.0549
8,oea_miscalibrated,6,0.192718,-2.4608,0.3875,0.0625,0.0564
8,oea_miscalibrated,7,0.249905,-2.38,0.2125,0.025,0.0564
8,oea_miscalibrated,8,0.301703,-2.4487,0.6375,0.025,0.0556
8,oea_miscalibrated,9,0.342923,-2.4175,0.55,0.05,0.0541
8,oea_miscalibrated,10,0.359219,-2.4297,0.6375,0.0375,0.0525
9,control,0,0.0,-3.3608,0.525,0.125,0.1661
9,control,1,0.026918,-3.209,0.6,0.0375,0.145
9,control,2,0.048225,-2.8528,0.5625,0.025,0.1129
9,control,3,0.070795,-2.4949,0.3625,0.0375,0.087
9,control,4,0.090362,-2.2794,0.5125,0.05,0.0549
9,control,5,0.134115,-2.0914,0.625,0.05,0.0541
9,control,6,0.196794,-1.9943,0.55,0.05,0.0509
9,control,7,0.255627,-1.644,0.6375,0.025,0.0541
9,control,8,0.319408,-1.3298,0.5375,0.0125,0.0533
9,control,9,0.359111,-1.1391,0.6,0.075,0.058
9,control,10,0.388571,-0.8127,0.4875,0.0125,0.0556
9,oea_rag_only,0,0.0,-3.3608,0.525,0.125,0.1661
9,oea_rag_only,1,0.037132,-3.141,0.5,0.0375,0.1364
9,oea_rag_only,2,0.070135,-2.6432,0.775,0.0375,0.1027
9,oea_rag_only,3,0.09721,-2.0413,0.75,0.05,0.0729
9,oea_rag_only,4,0.124687,-1.2787,0.5875,0.05,0.0376
9,oea_rag_only,5,0.183419,-0.888,0.5875,0.05,0.0274
9,oea_rag_only,6,0.263023,-0.5503,0.5875,0.05,0.0235
9,oea_rag_only,7,0.344626,-0.1822,0.5875,0.05,0.0204
9,oea_rag_only,8,0.437346,-0.1615,0.5875,0.05,0.0204
9,oea_rag_only,9,0.501921,-0.1615,0.5875,0.05,0.0204
9,oea_rag_only,10,0.528901,-0.1615,0.5875,0.05,0.0204
9,oea_anchored,0,0.0,-3.3608,0.525,0.125,0.1661
9,oea_anchored,1,0.010489,-3.5688,0.6375,0.0375,0.1567
9,oea_anchored,2,0.018174,-3.5047,0.775,0.0375,0.1387
9,oea_anchored,3,0.039549,-2.8769,0.15,0.0125,0.123
9,oea_anchored,4,0.064103,-2.0316,0.625,0.0875,0.1019
9,oea_anchored,5,0.090337,-1.2301,0.5875,0.0625,0.0807
9,oea_anchored,6,0.15581,-0.4157,0.6375,0.0625,0.0792
9,oea_anchored,7,0.231303,-0.2184,0.625,0.025,0.0784
9,oea_anchored,8,0.306385,-0.2117,0.7,0.0625,0.0784
9,oea_anchored,9,0.386296,-0.1969,0.6625,0.025,0.0776
9,oea_anchored,10,0.458524,-0.2136,0.65,0.05,0.0784
9,oea_miscalibrated,0,0.0,-3.3608,0.525,0.125,0.1661
9,oea_miscalibrated,1,0.036006,-3.1899,0.6875,0.0375,0.1395
9,oea_miscalibrated,2,0.059798,-2.9548,0.7875,0.0625,0.1129
9,oea_miscalibrated,3,0.081903,-2.6136,0.8,0.1,0.0846
9,oea_miscalibrated,4,0.098169,-2.412,0.5,0.025,0.0596
9,oea_miscalibrated,5,0.143253,-2.5145,0.5,0.075,0.0619
9,oea_miscalibrated,6,0.204711,-2.5845,0.5625,0.05,0.0564
9,oea_miscalibrated,7,0.259381,-2.6833,0.7125,0.0875,0.0564
9,oea_miscalibrated,8,0.306022,-2.7208,0.7125,0.05,0.0541
9,oea_miscalibrated,9,0.337056,-2.6171,0.5625,0.0875,0.0533
9,oea_miscalibrated,10,0.338414,-2.6401,0.3,0.0125,0.0541
